Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
a2200445-d864-461b-8a4c-fcb6e01b8240,586883,Landing Page Submission,Direct Traffic,No,No,0,2.0,383,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
d16b2446-cc95-4c55-9d81-016b673bfe56,586799,Landing Page Submission,Organic Search,No,No,1,4.0,1544,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened
216edf88-dc1a-4620-afdb-5de1f96cdba2,586710,Landing Page Submission,Direct Traffic,No,No,1,4.0,281,4.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened
dec51e92-27a6-4e7a-a85f-4971d7fd60b8,586595,API,Google,No,No,0,4.0,26,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified
7e312b5b-f459-496a-a2c7-c50e0af29f5f,586285,Landing Page Submission,Direct Traffic,No,No,0,4.0,1409,4.0,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
e48aa60e-5351-4e0e-8ac9-5175fa4f6849,586075,Landing Page Submission,Organic Search,Yes,No,0,3.0,278,3.0,Email Bounced,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
a9da503b-c316-4762-9536-7da88b395614,586016,Landing Page Submission,Direct Traffic,No,No,1,3.0,541,3.0,Email Opened,Saudi Arabia,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,Yes,Email Opened
102cdacc-a10c-49b1-8f55-2b0bdd839a44,585990,Landing Page Submission,Organic Search,Yes,No,0,8.0,129,8.0,SMS Sent,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Low in Relevance,No,No,Select,Other Cities,03.Low,02.Medium,12.0,16.0,No,No,Modified
407d9826-f52d-4388-acbc-0d97f3972298,585939,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,283,2.0,Email Bounced,United States,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
704705b2-70e4-4c0f-ba98-b5cd5af1391b,585799,API,Google,No,No,1,9.0,38,1.8,Olark Chat Conversation,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,Olark Chat Conversation
d4fba659-78f3-4866-855b-5287ba351377,585751,Landing Page Submission,Google,No,No,1,5.0,1154,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
a389b1ad-7907-4b60-9ba5-238ba736e72f,585581,Landing Page Submission,Direct Traffic,No,No,1,2.0,849,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
1b38a597-5dc8-4a2f-ad8f-ff4ebb4699a0,585440,Landing Page Submission,Direct Traffic,No,No,0,3.0,1318,3.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent
ba54a10a-80c1-4179-82cf-6d593406aa88,585386,Landing Page Submission,Direct Traffic,No,No,0,3.0,127,1.5,Email Opened,India,IT Projects Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
1a2e61f4-33cf-417e-bc46-a7ca185f6940,585362,Landing Page Submission,Google,No,No,1,3.0,770,3.0,SMS Sent,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,No,Modified
4a218ab7-1d61-42a9-90e3-f8a8420c4ebb,585344,API,Google,Yes,No,0,3.0,108,3.0,Unsubscribed,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,03.Low,02.Medium,8.0,15.0,No,No,Modified
2c80d309-4395-4b83-801c-588331be24b3,585281,API,Google,No,No,0,2.0,1580,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
e6322f80-0a74-4eb1-9cb9-ffd79292c232,585140,Landing Page Submission,Google,No,No,0,3.0,278,3.0,Email Opened,India,Operations Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
58fdae4f-b75c-49a3-bdac-8a7adf434458,584936,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,267,2.0,Email Bounced,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
503c88ca-84c2-4444-9974-3f37445bfe82,584906,API,Google,No,No,1,2.0,1565,2.0,Unreachable,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Unreachable
b484bb63-fe6c-4efc-8a46-39a81a0e76ba,584754,Landing Page Submission,Google,No,No,0,4.0,18,4.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,In confusion whether part time or DLP,High in Relevance,No,No,Select,Mumbai,03.Low,01.High,12.0,18.0,No,No,Email Opened
81421e3f-04f8-4c6e-a64f-2950883e0630,584727,Landing Page Submission,Direct Traffic,No,No,1,4.0,1840,4.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in Next batch,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent
05a74ce7-63c2-42fd-8bd0-f1010ef41c8a,584683,Landing Page Submission,Direct Traffic,No,No,1,3.0,1011,3.0,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Modified
d209a326-a774-4033-b793-4d270e30209f,584622,Landing Page Submission,Google,No,No,0,5.0,215,2.5,SMS Sent,India,International Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent
f9402e24-c60f-4b34-ae77-1e9fdbcd066e,584538,Landing Page Submission,Organic Search,No,No,1,4.0,1390,4.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Email Opened
d0694c4f-1747-4065-9c5b-74baa1f9ab82,584528,API,Olark Chat,No,No,1,11.0,1882,2.75,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Yes,No,No,No,No,No,Yes,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
83793c31-a9de-458f-abf9-b066f1739f91,584390,Landing Page Submission,Direct Traffic,No,No,0,2.0,263,2.0,Email Opened,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Might be,No,No,Select,Mumbai,03.Low,02.Medium,10.0,15.0,No,Yes,Modified
d036d102-8ce2-4150-a3ce-c0c8aa000bac,584352,API,Google,No,No,1,4.0,678,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Other Cities,03.Low,02.Medium,12.0,14.0,No,No,Email Opened
0dae2bc4-dd82-4943-86b9-1dbadc29a3da,584341,Landing Page Submission,Organic Search,No,No,1,6.0,1030,6.0,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,SMS Sent
3dfaa6b8-268f-4971-add0-e0f2a2019fb1,584301,Landing Page Submission,Google,No,No,1,3.0,535,3.0,SMS Sent,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,SMS Sent
cd18a86e-1bb4-4edc-95de-37f04b7a78f7,584115,Landing Page Submission,Direct Traffic,No,No,1,15.0,1040,3.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Email Opened
017e2844-cdde-41d0-ba20-da863968dcbd,583931,Landing Page Submission,Google,No,No,1,27.0,573,1.93,Page Visited on Website,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Page Visited on Website
ebf3c35b-2aed-451d-b57d-acd49c4e748f,583924,Landing Page Submission,Direct Traffic,No,No,1,3.0,1353,3.0,Email Opened,India,Healthcare Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified
1b06e99d-4781-4827-9aae-ce45923d4044,583824,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,341,1.0,Email Bounced,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
e161147b-cab4-4586-a5de-201734c65c68,583823,Landing Page Submission,Organic Search,Yes,No,0,3.0,146,3.0,Email Bounced,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,Yes,Modified
93ffe77d-4c41-4a51-bbbd-8d303f68b493,583789,Landing Page Submission,Direct Traffic,No,No,1,4.0,141,4.0,Olark Chat Conversation,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified
01eabd68-22d7-42ec-baa4-dd613b4e88bd,583729,Landing Page Submission,Direct Traffic,No,No,1,3.0,1128,3.0,Email Opened,India,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,Yes,Email Opened
de92089f-a6d1-4310-9854-cd657d896921,583688,Landing Page Submission,Direct Traffic,No,No,0,1.0,40,1.0,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Other Leads,Mumbai,03.Low,01.High,11.0,18.0,No,Yes,Modified
2f262cb2-3aeb-4aa8-87f0-4caa68dcb328,583576,API,Google,Yes,No,0,7.0,219,7.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,01.High,02.Medium,17.0,14.0,No,No,Modified
f4c39bd8-50a5-464d-a518-b152a095fbfa,583473,Landing Page Submission,Direct Traffic,No,No,0,7.0,408,1.75,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Cities,03.Low,01.High,10.0,18.0,No,Yes,SMS Sent
93b63b65-758a-4e6b-b911-02c63baa13f1,583437,API,Organic Search,No,No,0,2.0,44,1.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified
a36cedad-daf7-409c-a2de-5e7c5d5098f1,583435,Landing Page Submission,Google,No,No,1,2.0,1608,2.0,Email Link Clicked,India,"Banking, Investment And Insurance",Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Modified
d406181f-9f52-43ee-8458-1963a7859fc1,583404,Landing Page Submission,Direct Traffic,No,No,1,4.0,1070,4.0,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,14.0,15.0,No,Yes,SMS Sent
3118261c-0a94-4723-ad71-61078785d29e,583333,Landing Page Submission,Direct Traffic,No,No,0,2.0,149,2.0,SMS Sent,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,SMS Sent
3a3ecc29-156d-41c5-bc05-f1b885ad1143,583301,Landing Page Submission,Direct Traffic,No,No,0,13.0,207,3.25,Email Link Clicked,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,Email Link Clicked
f0ac9a6e-af6e-469b-bdbb-3c8c3a9ebfae,583217,Landing Page Submission,Direct Traffic,No,No,1,7.0,229,3.5,Converted to Lead,India,Healthcare Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,14.0,15.0,No,Yes,Modified
0fad6327-6d53-43bb-833f-072275930fe0,583055,Lead Add Form,Reference,No,No,1,1.0,145,1.0,Email Opened,India,E-COMMERCE,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,19.0,No,Yes,Email Opened
05a31293-dc3c-4791-b560-3079791b955d,582776,API,Google,No,No,1,2.0,2170,1.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
7d87a472-060d-4d86-9038-305f4a3f1c34,582777,Landing Page Submission,Google,No,No,0,6.0,1377,6.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,SMS Sent
e4bc0f65-cafb-4c5d-8dfb-dc28501ed1ff,582709,Landing Page Submission,Organic Search,No,No,1,6.0,1713,6.0,SMS Sent,Hong Kong,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,SMS Sent
fb012d05-ea9b-4ff6-87ad-6ceff14bade4,582470,Landing Page Submission,Direct Traffic,No,No,0,2.0,1740,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Thane & Outskirts,03.Low,01.High,12.0,19.0,No,Yes,SMS Sent
7f5e58a1-cdeb-489c-82d1-bde55a6af034,582396,Landing Page Submission,Direct Traffic,No,No,0,2.0,660,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
8c00808e-3812-433a-bbd6-8fd7f35a7a77,582381,API,Google,No,No,1,5.0,952,5.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
2ed9c9ce-a4e2-46a9-a413-cb8944bb2c2e,582353,Landing Page Submission,Google,No,No,1,5.0,68,2.5,Unreachable,India,Operations Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
92b27be3-3150-4604-b38a-ab0077a9bbe2,582296,Landing Page Submission,Google,No,No,1,4.0,1268,4.0,Email Opened,India,Business Administration,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,15.0,18.0,No,No,Email Opened
30c9d1dd-ea44-4560-a369-1b239d59d162,582199,Landing Page Submission,Google,No,No,1,2.0,1130,2.0,Had a Phone Conversation,India,E-Business,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Had a Phone Conversation
75cc4eae-a5ac-47e4-a101-a1e3e3a58240,583760,Landing Page Submission,Google,No,No,1,4.0,417,4.0,Form Submitted on Website,India,Finance Management,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
587994a7-d33c-4ecf-be61-2fda96dc908d,583745,Landing Page Submission,Direct Traffic,No,No,1,2.0,1635,2.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
21971f1f-fe8d-4f44-9cee-d0899b8aa74f,583735,Landing Page Submission,Direct Traffic,No,No,1,2.0,1019,2.0,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,Yes,SMS Sent
708ef5f5-e436-46b8-846e-606a3cce7fcb,583687,Landing Page Submission,Direct Traffic,No,No,0,4.0,425,2.0,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,17.0,No,Yes,Email Opened
4aad4114-7093-4205-bf95-805e7a97c8fd,583641,API,Google,No,No,0,8.0,33,1.6,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
ca5d700f-5fee-474a-8a36-b0f1f0dc6253,583640,API,Google,No,No,0,7.0,859,1.75,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
22302e7d-26a6-4bb2-8e14-b9dcab16b68d,583627,API,Organic Search,No,No,0,6.0,100,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,High in Relevance,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
0da72996-480f-4c48-b58a-5ead867bef66,583616,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,19,1.25,Unsubscribed,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,High in Relevance,No,No,Potential Lead,Thane & Outskirts,03.Low,02.Medium,8.0,16.0,No,Yes,Modified
8341cbae-982b-411e-9c9e-7925acf80301,583595,Landing Page Submission,Google,No,No,0,3.0,88,3.0,SMS Sent,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,SMS Sent
4ad5241f-4b95-46c7-9f42-fc2f279838f7,583580,API,Organic Search,No,No,1,4.0,1074,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,No,No,SMS Sent
5a94470e-dccd-46ff-a5d5-55701d014900,583434,Landing Page Submission,Direct Traffic,No,No,0,2.0,404,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
b3d98c33-87c3-4073-b779-f67a43e5efa1,583373,Landing Page Submission,Direct Traffic,No,No,1,5.0,1578,5.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
22305a67-bb5c-4a27-a066-5eb84c6c1df8,583357,Landing Page Submission,Direct Traffic,No,No,1,3.0,32,3.0,Email Opened,India,Services Excellence,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified
5c84da58-5cea-4c86-98ba-5be6bac1a218,583233,Landing Page Submission,Direct Traffic,No,No,1,2.0,1019,2.0,SMS Sent,United States,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,SMS Sent
bfecdf83-2dd9-40e5-9076-bc3db9151f4e,583208,Landing Page Submission,Direct Traffic,No,No,1,7.0,330,7.0,SMS Sent,India,International Business,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,SMS Sent
81630f32-b521-4efc-bbb5-7c4dd3c176a8,583169,Landing Page Submission,Google,No,No,1,2.0,100,2.0,Email Opened,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,19.0,No,No,Email Opened
f6ce82b3-756e-4b0e-abae-671eae002000,583130,Landing Page Submission,Direct Traffic,No,No,0,6.0,324,3.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Cities,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
e404ab1f-238d-46e3-8b80-dc57095ef482,583088,Landing Page Submission,Google,No,No,0,4.0,30,4.0,Olark Chat Conversation,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified
9b9c2f60-83e4-4b61-a56d-01956f63af62,583015,Landing Page Submission,Organic Search,No,No,0,2.0,330,2.0,Converted to Lead,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Modified
66ccf96e-7f0d-4cda-9de8-b766a4acde40,582942,Landing Page Submission,Google,No,No,0,4.0,1029,4.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,SMS Sent
bc6fd0c3-dfdb-4fe6-ae98-24a1fa81aa4d,582921,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,488,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,opp hangup,Worst,No,No,Other Leads,Other Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,SMS Sent
6dd324d7-5347-4a33-b9c0-e08ba28088f1,582846,Landing Page Submission,Direct Traffic,No,No,0,2.0,1566,2.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
90bdf5c9-8d82-438a-9f02-4effc914059b,582756,Landing Page Submission,Google,No,No,1,4.0,1146,2.0,Email Opened,United States,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
3cf813cc-cf42-4113-9ee4-7edc01ec3d41,582700,Landing Page Submission,Google,Yes,No,0,4.0,447,4.0,Email Bounced,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
